"Yorum","Yildiz"
"Bu gün ki şehitlik gezimiz çok güzeldi biz çok memnun kaldık ilginiz ve rehberliğiniz için çok tesekkür ederiz sizinle gezmeye devam etmek isteriz","5"
"İlk otelimizden alınması ve dönüşümüze kadar herşey çok düzenli, proğram uygulanması çok itinalıydı. Şöför yerinde ve özenli araç kullandı. Rehberimiz çok iyiydi verdiği bilgiler çok çok özenli, hakimiyeti çok yüksek, derin bilgisini çok özenle aktardı çok çok memnun olduk.","5"
"Uludağ turuna katıldım. Ama tur ilgisiz. Oraya bırakıyor senı sonra umrunda degıl. Teorik kayak eğitimi 5 dk sürmüyor. Formaliteden. Rehberi hocası formaliteden gün dolduruyor. Paranız boşa gider tercih ederseniz.","1"
"Daha kötü bir seyahat olamazdı, daha kötü bir iletişimsizlikte sanırım. İstanbul dönüşü lastiğimiz patladı jantımız çatlakmış ve ‘yedek’ jantımızda çatlakmış 3 saattir İstanbul’da caddede susuz, tuvaletsiz bekliyoruz yol kenarında Bursa’ya varışımız kaç olur belli değil. İletişim kurmak istediğimiz zaman ise geçiştiriliyoruz","1"
"13/15 Subat Kapadokya turuna katıldık. Anlasmalı yerler berbattı yemek kahvaltı kötünün ötesinde baska yere niye gitmiyoruz dedigimizde burda pek yer yok şeklinde kısacası aptal yerıne konulduk aç kaldık resmen. Sadece oteldeki aksam yemegı güzeldi. Söförlerin ikise asırı gergın ters insanlar bişey desek hemen bagırıp bi üste cıkmaya calısıyorlar sadece rehber olan beyfendinin bilgi anlatımı güzeldi. İşittigimiz azarın haddi hesabı yok. İş yorum istemeye gelince anlık melek kesildiler Kapadokya gercekten çok güzeldi lakin seçimimiz yanlıştı misafirlerine davranısları aşırı kötüydü.","1"
"Bir daha crazy Travel ile tur mu? Asla. İlk kez bu firmayı tercih ettim. Ama bundan sonra ne giderim ne de tavsiye ederim. Hatta gitmek isteyen bir çok arkadaşıma bile olanı biteni anlatıcam. Bu zamana kadar çok kez tur ile gezilere katıldım ama ilk defa bu gezimiz resmen işkenceye döndü.
Araçta klima var güya ama en düşük ayarda çalıştırılmış. Söylediğimiz halde yükseltilmedi. Hatta içerisi o kadar sıcak oldu ki şöför ve tur sorumlusu önde her iki camı açarak seyahat ettiler. Arkada ki misafirler ölsün mü?
Araç gerçekten vasattı. Gezilecek yerler harikaydı ve gezdik gördük. Ama araç büyük hayal kırıklığı. Tur Sorumlusu Amine hanım iyiydi. Anlatımı güzel ve ilgiliydi. Ancak firma da çalıştığı belli olan Cansu isminde bir kişi. Hostes koltuğunda yolculuk yaparak bize eşlik etti. Amine hanımın da iş arkadaşı belli. Neyse gezdik. Dönüş yolunda bu Cansu nun telefonla konuşması hiç bitmedi. Bir telefonu kapatıp diğerine geçti. Tam uyuyayım diyorum bu işkenceli yol bir an önce bitsin diye ama ne mümkün onun sesinden uyumak. Tüm özel görüşmelerini yaptı yan koltuğumda. Bu firmaya böyle ukala çalışan inanın yakışmıyor. Mola yerinde diğer misafirler de aynı düşüncedeydi. Bir kaç kişi bu ilk gezimizdi son olacak şeklinde konuştular. Gezinin çoğunluğu araç içinde gerçekleştiği için aracın konforlu olması gerekmez mi? Ağustos ayında kliması olan ama çalışmayan veya çalıştırılmayan bir araçla 14 kişi. İnanın bu firmaya yakışmadı.","1"
"Öncelikle bu yorumu yazma konusunda çok kararsızdim. Ta ki bugün başka bir firmanın tur programını da deneyimleyene kadar. Bu yorumu yazıyorum ki insanlara bir nebze olsun fikir olsun. Geçen yıl Eylül ayında crazy travel ile GAP turuna katıldım. Güneydoğu inanılmaz bir yer kesinlikle herkesin gidip görmesini o mistik havasını solumasini yemeklerini tatmasini tavsiye ederim. Ama bu turda benim gözlemlediğim bir kaç şey oldu. Birincisi inanılmaz bir komisyonculuk dönüyor gittiğimiz her yerde bir alışveriş noktasına sokulup orda saatler harcamak için bu turlara katılmıyoruz tabikide alışveriş yapıp sevdiklerimize kendimize hediyeler alacağız ama çarşıya gitmemize rağmen bize serbest zaman verilip dilediğimiz gibi alışveriş yapma imkanı verilmek yerine tek bir dükkanda saatler öldürdük üstelik gobeklitepe gibi bir yerde bize verilen serbest zaman sadece 5 dakikaydi. Pardon da ben oraya alışveriş yapmaya değil bir kültürü tanımaya gezmeye gittim. Tur rehberi isim vermeyecegim kendisi profesyonellikten çok uzak
. Bursa çıkışlı bir tur olmamıza rağmen ve 20 saatten fazla yol gitmemize rağmen sadece tek şoför vardı ve dönüş yolunda uzun süre mola vermeden 8-10 saat boyunca yol gittik en son biri fenalaştı ve ambulans çağrıldi öyle mola verildi. Fotoğrafımız bizden izinsiz paylaşıldı sonrasında buna dair sikayetimizi belirttiğimizde rehberden üsluptan uzak bir cevap aldık ha fotoğrafımızı kaldirttik. Ben bu turla sadece bir kez seyahat ettim diğer rehber ve şoförler hakkında bir bilgim yok","1"
"18.01.2026 tarihli uludağ gezisine katıldık teorik eğitim+kayak+yemek olan seçenekten aldık TEORİK EĞİTİM FALAN YOK bilen birini getirmişler hoca olduğunu hiç sanmıyorum belki 5dk bile ilgilenmemiştir nasıl giyilir öğretti ve gitti böyle bir şey olamaz paramıza yazık boşa mı kayak aldık biz bilmediğimiz öğretceğinizi yazdığınız şeyi saatlerce düşe kalka kendi başımıza öğrendik yazık bi daha asla tercih etmeyeceğiz","1"
"Günübirlik Safranbolu amasra turumuz hayatımızda geçirdiğimiz en kötü tur oldu. Öncelikle reklamda lüks otobüs dediği otobüs eski ve şehir içi otobüsüydü ve uzun yola uygun degildi. Koltuk araları o kadar dar ve rahatsızdı ki 5 saatlik yol eziyet oldu. Araca bindigimizde berbat bir koku vardı araçtaki bazı yolcular bu koku sebebiyle tur başlamadan indi. Şoför de araçta sigara içti ve uyardigimizda kendisi şoför olduğu için içmeye hakkı olduğunu belirtti. Dönüş yolunda ise polis kontrolü sırasında molalar uygun alınmadığı için ceza aldılar. Ayrıca polis yolculara şoförün günlük 11 saatlik yasal izni olan araç kullanma süresinden 2 saati kaldığını, bu saat dolduğunda şoför değişikliği olması gerektiğini belirtti ama araçta yedek şoför yoktu. Bu 2 saatlik süre dolduğunda tur şirketi şoför değişikliği yapmadı ve araç bursa'ya devam etti, şoför hasta ve yorgun olduğu halde. Yaklaşık 4-5 saatlik daha mesafe gittik bu şekilde ve yolcuların can güvenliği yok sayıldı. Bir daha crazy tur ile asla yola çıkmam bu kadar rezaletten sonra ve bu eziyetten sonra hakkımı da helal etmiyorum. Hayatımda bu kadar sorumsuz bir tur şirketi görmedim.","1"
"Safranbolu günübirlik turdan Bursa ya donusten yazıyorum. Allah aşkına 9.saate giriyoruz halen Bursa ya varamadık. Öyle agresif ve bilinçsiz bir şoför var ki, ben yıllardır bu yolları gidiyorum diye anlatıyor bir de.Gec varilmasinin sebebini de insanlar vaktinde toplanmiyorlar diye sitem ederek sinirlenerek kendi çapında savunma yapıyor. Önceki gece saat 2 de Bursa dan çıktık sabah 9 u geçiyordu Safranbolu ya vardık. Bizi lokum müzesi denen yerde sırf anlaştıkları için 1 saat tuttular, bu yer de gereksiz pahalıydı. Çarşı da daha kaliteli ve daha uygun alışveriş yaptık ama tam olarak gezemedik. Vakit çok kısıtlıydi. Madem gece 2 değil de 12 de çıkın Bursa dan, insanlara vakit kalsın ve sonraki gece sabahlamasın yollarda millet. Araç zaten o kadar o uzun yol için konforsuz. Muavinin dünya dan haberi yok. Birsey soruyorsunuz donuk bir ifade. Iyi olan iki şey: oralardaki rehberimizdi ve gezdiğimiz yerlerdi. Geri kalanı at çöpe. Asla tercih etmeyin bu şirketi pişman olursunuz....
Puanının yüksek olduğuna aldanmayın... .","1"
"Grazy Travel ile 07.12.2025 tarihinde Bursa Seferihisar Mandalina festivali programına katıldık. Bizi oturtup iki defa yer degiştirttiler. Üç arkadaş internetten bilet aldığımız için yer seçme şansınız yok dediler. Grup gelen bayanlar guya arkalarına dönünce arkadaşlarını görmek istiyorlarmış diye direttiler ve yerleri gösteren bayan da başımızda durup tekrar yerlerimizi değiştirdi. Keyifle katıldığım bir etkinlikte hüsranı yaşadık. Moralimiz bozuk bir şekilde gittik. Kesinlikle bir daha ne kendim tercih ederim ne de arkadaşlarıma öneririm.","1"
"Uludağ turuna katıldım.Sabah korupark avmnin önünden aldı ve akşam bizi yolun karşısında ışıklarda bıraktı bu şekilde olmaması gerekiyor.","1"
"27 temmuz çıkışlı 4 gece 5 gün karadeniz turuna katılan biri olarak; ara sıra aksaklıklar yaşasak da genel olarak memnun kaldığım bir gezi oldu. Rehberimiz Mücahit Bey ve kaptanımız Murat Bey'e teşekkürlerimi iletiyorum. Hem grup olarak hem …","4"
"7 Temmuz'da başlayıp 12 Temmuz sabah saatlerinde Bursa'da sona eren Doğu Karadeniz turumuzu değerlendirdiğimde: Tur rehberimiz Mücahit Bey çok başarılıydı. Konusuna hakim ve olumlu yaklaşımları ile turumuzun güzel geçmesine katkısı …","4"
"Full paket aldık. Kayak takımı ve ulaşım için tercih ettik. Teorik eğitimi özel eğitimle karıştırmayın beklentiye girmeyin. Özel eğitim aldığımız için yemeği kaçırdık. Onunla ilgili yorum yapamayacağım. Gidenler lütfen dönüş saatinde araçta olmaya dikkat etsinler.","4"
"Tur rehberimiz İbrahim Bey gerçekten çok ilgili, güler yüzlü ve bilgiliydi. Gün boyunca enerjisini hiç kaybetmeden hem bilgilendirdi hem de eğlendirdi diyebilirim. Organizasyon genel olarak keyifli ve düzenliydi, hiçbir aksama yaşamadık. …","4"
"Bu gün Karadeniz turundan geldik eşimle birlikte gitmişdik İnanılmaz güzeldi verdiğimiz parayı sonuna kadar hak ediyor Rehbermiz Mücahit beyde çok bilgili ve işini hakkıyla yapan bir insan …","4"
"7 Aralık İzmir mandalina festivali gezimiz çok güzeldi başta otobüs rehberimiz sayın AMİNE hanıma ve tüm emeği geçenlere çok tesekkür ediyorum bir başka gezide bulusmak dileği ile ...","4"
"İnstagram üzerinden yorumlara baksam da aslında biraz da risk alarak 25-26-27 Ekim 2024 tarihlerinde arkadaşımla çıktığım bir yolculuktu. İlk tur deneyimim olmasına rağmen çok verimli ve güzel geçti. Tabi bunda rehberimiz İbrahim Bey’in ve …","4"
"Her şey güzeldi biz 12-13-14 Eylül tarihleri arasında Kapadokya turu yaptık.Gezimiz gayet güzeldi,bilgilendik fakat Eskişehir’de bir yolcu bize ait valizimizi almış ve bu durumu yetkili kişilere bildirmiş ancak bize bir bilgi verilmediği …","4"
"1-3 kasım Kapadokya turuna katıldık ilgi alakaları İçin turda emeği geçen herkese teşekkür ederiz sadece araçların yenilenmesi gerekiyor yolculuk çok rahat değildi ama tur rehberimiz ve bizimle ilgilenen Mert bey çok ilgiliydi","4"
"27 temmuz çıkışlı 4 gece 5 gün karadeniz turuna katılan biri olarak; ara sıra aksaklıklar yaşasak da genel olarak memnun kaldığım bir gezi oldu. Rehberimiz Mücahit Bey ve kaptanımız Murat Bey'e teşekkürlerimi iletiyorum. Hem grup olarak hem de rehber ve kaptan olarak büyük ve güzel bir uyum yakaladık. Böylece gezimiz aksaklıklara rağmen güzel anılar ve arkadaşlıklar yaşadığımız bir tablo halini aldı. Emeği geçen herkese teşekkürler.","4"
"27-31 Ağustos Olympos turuna kuzenimle katıldık. 22.00 de ilk hareket durağı olan Oksijen Travel önünde beklerken 21.45'de otobüsün 30 dk gecikeceği klimada sorun olduğu yazıldı ama gecikme 2 saatten fazla sürdü. Hareket ettik durakta diğer yolcuları alırken bu kez de otobüsün kayışı koptu,tamirci geldi 1 saatten fazla da böyle bekledik bazı yolcular beklemek istemedi turdan vazgeçti evlerine döndü. Bu kadar zaman kaybı olmasına rağmen sürekli mola verildi,5 dakika ihtiyaç için denen mola bile 30 dakika sürdü. Pansiyona varışımız 14.00 oldu ve serbest gün zamanımızdan giden 5 saat telafi edilmedi. Gece klübüne gidiş ücreti olan 500 tl nin alınmayacağı söylendi telafi için ama turdan bu etkinliğe sadece 3 kişi gitti,çoğunluğun bize de mehtap turunu hediye edin talepleri kabul edilmedi. Rehber arkadaşın rehberlikle alakası olduğunu düşünmüyorum üstelik bizimle yola çıkmadan önce yine Olimpos turundan yeni gelmişti,yorgunluktan halsizlikten zaten dünyanın en iyisi bile olsa insan olarak düzgün çalışamazdı ki öyle de oldu.Bazen ben rehberlik yapmak zorunda kaldım otobüste en önde oturduğum için,Adrasan sahiline gidildiği gün gelenlerle ben ilgilendim çünkü rehber gece klubune gitmisti, 12.30 daki hareket saatinde ortada yoktu uyuyordu. Suluada Tekne turunda isteğimiz yere geçip havlu serdik gelip ben bizim gruba üst katı ayarladım diyor yani bunu orda mı söylersin mesela en basitinden... Şöfor abi ilk defa bölgeye geldiğini söyledi ve maalesef gidişte de dönüşte de tekti.Gidişte arkasındaki koltuklarda oturduğumuz için ben ve kuzenim dönüşte de turdan bir arkadaş muavin koltuğunda oturarak yardımcı oldu kendisine. Rehber bu sıralarda uyuyordu :) Sağsalim eve geldiğimiza şükrederek
İlk ve son Oksijen Travel turumda böylece son buldu..","1"
"31 Ocak Uludağ (Oksijen) turuna, tur sahibi Faruk Türk tarafından düzenlenen organizasyonla katıldım ve maalesef ciddi bir memnuniyetsizlik yaşadım. Tur liderinin genel tavrı fazlasıyla samimiyetsiz ve rahatsız ediciydi. Daha turun başında zorunlu tanışma kuralı koyulması ve tur bitiminde herkesten ısrarla yorum talep edilmesi, doğal ve gönüllü bir ortamdan çok dayatmacı bir yaklaşım hissi verdi. Bununla birlikte tur süresince bazı katılımcılarla kurulan gereksiz yakınlık ve sınırları aşan iletişim, ortamı huzursuz hâle getirdi. En rahatsız edici durumlardan biri ise, tur tamamlanmadan önce telefonumun alınarak benim adıma, benim cümlelerimmiş gibi tur için olumlu yorum ve 5 yıldız girilmesiydi. Bu davranış etik dışıdır ve kesinlikle kabul edilemez. Tüm bu sebeplerden dolayı turdan hiç memnun kalmadım ve kesinlikle tavsiye etmiyorum.","1"
"Reklam yaparken kesin kalkışlı dedikleri için 20 Ocak tarihinde Uludağ turu için ödememizi yaptık rezervasyonu gerçekleştirdik ve 19 Ocak saat 19:30 da tarafımıza turun iptal edildiği bilgisi verildi. O saatten sonra yeni bir tur ayarlayamadık ve bu nedenle mağdur olduk. 👎🏻","1"
"Hafta sonu Kapadokya turunda başımıza gelenleri anlatmak istedim anladığım kadarıyla araç son anda değiştirilmiş normal tur aracı olacağına servis aracı gönderdiler valizlerimize koyacak yer olamadığı için zar zor yerleştirdik akşam saat 10 da yola çıktık sabah 4 4:30 da araç bozuldu hiç kimse cevap haber vermedi bekledik saat 9 9:30 da başka bir araç geldi o saate kadar -1 derecede bekledik o araçla yola devam ettik 1 saat sonra oda bozuldu tekrar başka araç geldi gene gelene kadar o soğukta bekledik 3. Araçtan sonra turumuza devam ettik kahvaltı öğlen yemeği hiç yoktu ondan sonra herşeyi hızlı bir şekilde geçmek zorunda kaldık daha akşam yemeğine kadar fazladan para ödedik 5 yıldızlı otel için bir baktıkki rezervasyonumuz yapılmamış ondan sonra öyle böyle ayarlandı 5 yıldızlı otelin odası sanki bir manzara göreceğime çatı manzarası gördüm kesinlikle hiç memnun kalmadım hiç kimseye tavsiye etmiyorum tek yardımcı olan tur rehberi Avusturalya’dan geldim bunları haketmedim kimsenin haketmemesi lazım","1"
"Oksijen Travel ile yaşadığımız olumsuz Kapadokya turu deneyimi:

Kapadokya turu için Oksijen Travel’dan rezervasyon yaptırdık ancak daha turun ilk dakikalarından itibaren büyük bir hayal kırıklığı yaşadık. Minibüste, kayar kapının hemen yanındaki koltuğa oturtulmak istendik. Kapının motoru koltuğun yarısını kaplıyor, ayrıca kapı her açılıp kapandığında oldukça rahatsız edici bir gürültü ve titreşim oluyordu. Koltuk değişikliği talebimize tur rehberi tarafından çözüm odaklı hiçbir yaklaşım gösterilmedi.

Yetkili biriyle görüşmek istediğimizde de tur rehberimiz Berat bey tarafından ‘’müsait olmadığı” gerekçesiyle görüştürülmedik. Hakan bey ile görüşme talebimiz için “ adam koskoca firmayı yönetiyor sizinle mi uğraşacak” cevabını aldık. Üstelik turu satın aldıktan bir gün sonra turun indirime girdiğini fark ettik. Müşteri hizmetleriyle görüştüğümüzde indirim tutarının tarafımıza iade edileceği söylenmesine rağmen, tur rehberi bu bilginin geçerli olmadığını belirtti.

Tüm bu konuşmalar süresince son derece ilgisiz, umursamaz ve profesyonellikten uzak bir tavırla karşılaştık. Sonuç olarak, ben ve birlikte katıldığım 3 arkadaş, turun daha ilk gününde programdan ayrılmak zorunda kaldık.

Bu kadar konforsuz, ilgisiz ve müşteri memnuniyetini önemsemeyen bir firmayla bir daha asla plan yapmam. Oksijen Travel, ucuz fiyatla cazip görünse de hizmet kalitesiyle tam anlamıyla “ucuz etin yahnisi” deneyimini yaşattı bize.","1"
"Asla tavsiye etmiyorum. Her seferinde mağduriyet yaşatıyorlar. Götürdükleri oteller sürekli değişiyor, tur içeriğine yazılan otellerle götürdükleri oteller farklı. Bunu hep yapıyorlar. İki kez tercih ettim ama ikisinde de pişman ettiler. İki turda da sorunlar vardı, herkes şikayetçiydi. Arkadaşımızın babası gece kalp krizi geçirdi gelemedi parasını da vermediler. Müşteri memnuniyeti denen bir şey yok. Satış sonrası hizmet anlayışı yok. Sattık bitti, paranızı aldık sonra ne haliniz varsa görün kafasındalar. Bir daha kesinlikle tercih etmem, çok daha iyi firmalar var. Uzak durulmalııııı kesinlikle.","1"
"12-14 Aralık Konya Şeb-i Arus turuna katıldım İlk defa Oksijen Travel ile yolculuk yaptım Şoförümüzden ve Berat beyden memnun kaldım Sıkıntı sirketteydi Uzun bir yolculuk için uygun olmayan bir araç ayarlanmıştı Ben de dahil araçtaki 17 kişi bu durumdan çok rahatsızdik Ayrıca herşey belirsizdi Hangi gün nereyi gezecegimiz Konya ya indigimizde belli oldu Bir daha bu firmayı tercih etmeyeceğim Ayrıca bütün çevreme de memnun kalmadigimı belirteceğim Müsteriye değer verilmesi gerekiyor Sadece para kazanmak amaç olmamalıdır","1"
"26.27 Ekim de Kapadokya ya gittik. Burada turu değil hizmetleri puanlıyorum lütfen yanlış anlaşılmasın. Tur güzeldi ama İLETİŞİM 0
7/24 açık olmasına istinaden firmaya gidip bilgi almak istedik (turdan önce 22 Ekim ) bi komşu çocuğunu oturtmuşlar (stajyer) Kemküm etti hiç
Bi bilgi vermedi Fatih bey burada yok numaranızı vereyim yarın sizi arasın dedi. Tamam dedik asla arama olmadı. Aynı olay oksijen turuna 0850 Li resmi numara da ki kişiyle de yaşandı. Giderken tangır tungur bir araba ile 10 saatten fazla yolu yedek şoförsüz gittim ve bu şoför biz uyurken uyumadığı için bütün bir gezi de bize eşlik etti ve akşam 6 ya kadar molasız 30 saat direksiyon salladı, güvenlik malesef çok zayıf yolculuk konforu 0. Ha bi de dediler ki valizinizi ayağınızın ucuna alsanız olur mu? En arka koltukta? (kabirden farkı yok)
Giderken herkes aynı yerden binmeli ki haksızlık olmasın. Ben cumalıkızıktan bindiğim için sıfır konfor ile yolculuk yaptım !! (Kapadokya çok güzeldi ama tur şirketi aşırı zayıf)","1"
"Kesinlikle tavsiye etmem, imkanınız varsa kendiniz seyehat edin. İmkanınız yoksa ve zorunlu olarak tura gidecekseniz bu firmayı tavsiye etmem. Hadi diyelim ki bu firmayla gittiniz, ekstra turlara kesinlikle katılmayın, kesinlikle. Tamamen komisyon alma hedefiyle sizi rezil etmek umurlarında olmadan hizmet veriyolar.","1"
"Babamın rahatsızlanmasından dolayı katılamadığım tura gerekçe bildirerek ücret iadesi istedim ; iade yapmadıkları yetmezmiş gibi bide benim adıma arkadaşım aranarak yalan konuşulmuş , yetmiyor gibi yorum yaptığı için de arkadaşımı arayıp üst perdeden azarlar bir şekilde konuşulmuş biz hayatımızın pişmanlığını yaşadık tercih etmeyin gerçekten berbat bir firma eksi yıldız olmadığı için 1 yıldız vermek zorunda kalıyorum","1"
"12–15 Şubat tarihleri arasındaki Balkan turumuz hayatımın en keyifli seyahatlerinden biri oldu diyebilirim! Daha ilk andan itibaren her şey o kadar düzenli ve profesyoneldi ki kendimizi tamamen akışa bıraktık. Özellikle rehberimiz Hakan Bey’in enerjisi, bilgisi ve samimiyeti sayesinde gezdiğimiz her şehir adeta bir hikâyeye dönüştü. Sadece gezmedik; gerçekten yaşadık, öğrendik ve hissettik.

Konakladığımız oteller son derece konforluydu , ulaşım planlaması kusursuzdu ve rota seçimi harikaydı. Her detayın titizlikle düşünülmüş olması bize sadece anın tadını çıkarmayı bıraktı. Tur grubumuzla yakaladığımız uyum da cabası! Bol kahkahalı, sıcacık ve samimi bir atmosfer vardı.Gerçekten bir turdan çok arkadaş grubuyla çıkılmış keyifli bir seyahat gibiydi.

Dört gün su gibi akıp geçti.Açıkçası dönüş yolunda “Keşke birkaç gün daha sürseydi” dedim. Şimdiden yeni Balkan rotalarının hayalini kurmaya başladım bile .Bu unutulmaz deneyim için Oksijen Tur ekibine ve özellikle Hakan Bey’e gönülden teşekkür ediyorum 🙏💙 Seyahat planlayan herkese hiç düşünmeden tavsiye ederim. Eminim bir sonraki turda tekrar görüşeceğiz! 🌟😊","5"
"31 Aralık - 3 Ocak Batum&Tiflis turuna eşim ile birlikte katılmış olup , şoförümüz Hasan Bey’e , tur sorumlumuz Mehmet Bey’e ve özellikle Gürcistanı bize her detayı ile anlatan , yardımcı olan rehberimiz Gürşah Hanım’a çok teşekkür ederim.","5"
"Oksijenle ilk seyahat deneyimimiz Kapadokya ya oldu çok eğlenceli ve akıcı geçti ilk gün götürdükleri kahvaltı mekanı hem kahvaltısı hem manzarası fotoğraf çekme alanları olsun harikaydı peri bacalarına eşlik eden rehberleri bilgi ve eğitim olarak üst duzeydi gece konaklama olarak seçtikleri otel 4yıldız kıvamında gayet temiz ferah ve dinlendiriciydi şoförleri olsun özellikle tür sorumlusu berat bey çok çok anlayışlı ilgili güler yüzlü bir arkadaş biz çok memnun kaldık bir dahaki tura tercih edeceğim bir firma berat beyde rehberimiz olsursa tadından yenmez 😊","5"
"Kapadokya turuna eşimle beraber geldik. Berat Bey rehberimiz olarak harika bir tur sağladı bize. Gerek kültür açısından bilgilendirme, gerek türk gecesinde ve atv turunda eğlenceler olsun her an yanımızda her eksiğimize koştu 🙌🏻
Yalnızca ufak bir öneri olarak, Kapadokya iki güne sığmayan bir yer. Koşturmacasız rahat rahat gezmek isterseniz en azından 3-4 gün planlamanızı öneririm.","5"
"Noel yılbaşı turunda Batum da güzel bir zaman geçirdik. Rehberimiz Faruk bey çok ilgili, sempatik ve yardımseverdi. Bizi sıkmaması ve geride kalanları takip etmesi gözden kaçmadı. Kısacası bize bu turda eşlik ettiği için mutluyum. Bir dahaki turda denk gelmek dileğiyle.","5"
"Oksijen Travel ile Gürcistan Tiflis ve Batum turu yaptık, rehberimiz Burhan Bey çok bilgili ve bölgeye çok hakimdi. Anlatıları ve yolculuk süresince oynadığımız mini oyunlarla tura keyif kattı. Kısıtlı zaman zarfında olsa bile kendisinin yaptığı doğru yönlendirmelerle her yeri görme, gezme, yöresel yemeklerini tatma ve alışveriş imkanını bulduk. Yılbaşı dönemi sınır kapısındaki yoğunluğa rağmen kendisinin tecrübesi, soğukkanlılığı ve çözüm odaklı yaklaşımı sayesinde sorunsuz bir şekilde geçişlerimizi tamamladık. Tur boyunca göstermiş olduğu sabır ve emek için kendisine ve turun olmazsa olmazı Bünyamin Bey’e teşekkür ederiz. Çok keyifli ve unutulmaz anılarla dolu bir seyahat gerçekleştirdik.😊","5"
"Oksijen Travel ile 3. seyahatimdi. Yedigöller Turumuz çok güzel ve eğlenceli geçti; başta bizimle tek tek ilgilenen ve iyi vakit geçirmemiz için elinden geleni yapan rehberimiz Faruk Bey”e ve bizi sağ salim götürüp getiren kaptanımız Gökhan Beye çok teşekkür ederim. Yeni gezilerde buluşmak dileğiyle 🎈🎈🎈","5"
"28 Eylül-5 Ekim GAP Turuna eşimle birlikte katildim. Birkaç sıkıntımız tabi ki oldu. Bunlardan en önemlisi küçük araba ile yola çıkmamız oldu şehirleri gezerken kolaylık oldu ama gidiş dönüşlerde ve uzun yolculuklarda otobüs rahatlığını bulamadık ve rahatsızlık yaşadık. Diğer sıkıntımız da Şanlıurfa da ki oteldeki odamızda yeni girmemize rağmen odadaki sigara kokusu oldu. Onun dışında başta Tur Rehberimiz Ahmet Çoban, yardımcı rehberimiz Ahmet Er ve şoförümüz Mahir Bey sayesinde gayet eğlenceli ve güzel geçti. Teşekkür ederiz. Bir sonraki gezilerde görüşmek üzere..😊👋🏻","5"
"22-25 Ocak 2026 Batum Tiflis yolculuğunda tercih ettiğim, çok eğlendiğim, memnuniyetle dönüp herkese tavsiye edeceğim bir tur oldu. Öncelikle rehberimiz Berat Bey ve Burhan Bey olmak üzere bize bu imkanları sağlayan herkese çok teşekkürler. Akıcı, dinamik ve çok eğlenceli 4 gün geçirdik. Tereddüt etmeden tercih edilebilir. ♥️","5"
"10 Şubat 2026 tarihinde katıldığımız Uludağ turu rehber Bünyamin Bey sayesinde çok güzel geçti ilgisi için çok teşekkür ederim.","5"
"07 turizm tam bir fiyasko.9 kasım Anıtkabir turuna gittik.il dışına küçük aşırı rahatsız bir otobüsle gittik.Telefonları şarj edemedik.
Rehber yaşlı ve ne dediği anlaşılmıyor ilgisiz
Sözde iki şoför var ama yolları bilmiyorlar.Yolda kaybolduk.Navigasyonu açmalarina ragmen biz Ankaradan bir türlü Afyona gelemedik,sürekli Afyonda döndük durduk Antalayayı zor bulduk şaka gibi bir misafir abi yolu tarif etti hatta yolda Kamyonculara sorarak geldik ben bu kadar alakasız bu kadar baştan savma bir firma görmedim.Çok ilgisiz alakasız bize saygısizlik boyutundaydı.Yola çıkiyorlar sıfır hazırlık yolu bilmeyen şoför mü olur
Antalya ya 10 saatte geldik kaybola kaybola bizi ıssız in cin top oynayan yollardan getirdikler teker patlasa belki otobüste yedek lastik bile yoktu
Benim içjn bitmiştir bu 07 aklı olan tercih etmez","1"
"30 Ağustos delik Deniz Sapadere kanyonu turuna katıldım berbattı tura katılan teyze yamaçtan aşağıya kayalıklardan inerken düşüp kafası yarıldı hiçbir ekipmanları yoktu acil durum çantaları bile yoktu çantamızdan çıkardığımız peçeteleri teyzenin kafasına bastırdı rehber . Heryer kan oldu telefonların çekmediği bir yermiş ambulans çağıramadık Buda yetmezmiş gibi ayağa kaldırıp arabaya kadar yürültüldü. Telefonun çekileceği yere nerdeyse 30 dakika arabayla gittik.bugün kendilerini arayıp en azından ambulansa ulaşabilmek için bir telsiz ve ekipmanlarının olmadığını beyan ettiğimde siz mi düştünüz sanki deyip dalga geçer bir üslupla karşılaştım. Buradan kendilerine soruyorum kafasını çarpıp düşen teyzemiz (Allah korusun daha ağır bir durumda ) olsaydı ne yapacaklardı insan canı bu kadar ucuz mu bu firmayı asla tavsiye etmiyorum hiç profesyonel değiller.","1"
